Fish_Individual_ID,Fork_Length,Total_Length,Round_Weight,Sex_ID,Assessed_Fish_Age,Assessed_Age_Confidence
700091370,489,522,1442,1,20,5
700095634,145,152,43,,3,6
700058109,486,542,1183,4,13,7
700064879,490,522,1113,2,12,9
700115182,405,434,935,4,6,7
171395,695,760,2950,2,21,6
1400087009,222,233,170,1,2,8
700042660,173,191,51,1,2,7
700110579,564,621,2072,1,17,7
168415,188,198,94,2,2,9
123392,263,292,160,2,4,8
700046249,276,398,338,,3,8
114752,114,123,12,4,0,8
700064407,480,510,982,2,13,9
167030,226,230,88,1,2,9
700131152,535,564,1024,4,4,8
102786,560,598,1350,1,5,7
700136543,232,251,135,4,2,9
700139391,400,454,710,2,18,7
700118724,463,486,999,1,7,9
700076416,317,347,354,4,5,8
700083281,302,326,305,2,7,9
102630,531,564,1095,2,6,6
700036850,390,434,684,4,7,6
700099252,376,396,1200,1,8,6
64405,315,315,350,2,2,6
700032039,499,551,1446,1,17,8
700141717,491,516,1410,1,11,9
110150,428,445,875,1,7,8
700119926,255,274,239,,5,7
80373,557,612,2300,2,7,7
700069501,530,562,1017,2,5,6
700094874,440,480,1250,4,9,8
700073111,430,473,1366,2,7,6
700137270,556,585,1485,2,21,8
700030746,201,228,75,2,3,9
700038452,401,425,653,2,8,6
700137526,611,611,1231,2,17,5
700139988,236,251,132,4,2,8
700038057,565,595,1740,2,19,6
700029745,482,527,1532,1,18,6
700114853,345,387,636,4,7,7
700115370,408,440,1031,4,6,8
700091430,374,402,511,1,7,9
700126144,281,303,235,2,4,9
89601,310,342,275,2,5,8
700128686,427,458,1172,,6,9
700142763,285,304,249,4,3,9
700136416,274,296,148,4,7,8
700086864,417,448,774,4,10,9
114841,382,403,578,2,3,9
700127504,411,422,734,1,8,9
700135158,469,499,1213,2,6,9
700132105,480,525,1583,4,15,7
700060836,431,478,717,4,13,5
700079516,600,636,1350,1,7,6
700126469,428,472,1246,,7,8
104284,207,224,75,1,3,9
700063259,245,258,130,2,1,8
107138,1006,1058,8205,2,12,5
700031131,262,294,191,2,9,8
700034838,514,540,1620,,5,8
700059352,238,270,145,1,8,9
700045930,500,535,1983,,15,7
91653,640,700,3800,2,20,7
156184,360,384,490,1,5,9
700130797,430,458,791,2,6,8
170615,432,464,925,2,7,9
700089201,462,491,775,1,3,5
700122353,380,406,805,4,4,7
700073318,900,941,4012,2,13,5
700097228,454,507,1244,2,11,8
700129714,453,480,1100,2,4,9
700039528,449,476,1376,1,12,4
700135594,160,184,49,2,3,9
700094194,362,380,823,2,6,7
700130823,350,371,462,1,4,9
700066363,337,367,326,2,11,9
700104764,265,295,250,1,7,6
700038371,487,509,1118,2,7,9
700030686,636,700,3065,2,22,5
700029495,376,418,626,1,13,5
700128114,439,467,871,2,7,9
123804,428,472,760,2,6,8
1400018410,267,287,175,1,2,7
150435,342,364,418,2,4,9
700080087,230,242,112,1,2,8
700139133,302,320,346,,5,8
700040687,355,382,680,,5,7
700034261,475,533,1300,2,20,7
1400077084,400,422,542,2,5,9
700105419,303,326,426,4,5,7
700097714,466,507,1550,2,12,6
700113598,194,207,47,2,11,8
700124157,331,351,252,1,1,9
700111617,550,615,2106,1,17,6
700032165,350,375,524,1,5,9
79441,462,486,980,2,15,8
700118031,342,366,405,1,6,9
700130345,500,532,661,2,3,8
700030263,233,264,132,1,6,8
700052267,413,436,1075,2,9,9
700038097,350,368,454,4,5,7
700075875,375,423,957,2,9,7
700093652,440,483,1161,4,12,6
700037808,445,475,1420,4,13,7
700119210,410,436,666,1,9,8
700044692,298,320,262,4,3,8
150054,558,594,2220,2,10,9
700135513,661,702,1624,2,6,8
1400066861,216,220,160,4,3,7
700109597,488,552,1445,2,30,5
700054582,322,357,401,,7,8
700085238,434,460,1021,1,6,8
700112676,264,285,171,2,4,9
700073089,403,424,690,4,6,9
156595,560,588,2030,2,10,9
700120119,215,235,98,,2,9
700107811,473,520,1193,2,13,8
700059561,392,498,693,2,3,9
1400052885,233,244,180,1,5,8
700045692,435,463,621,1,2,6
700037904,711,741,3417,2,15,9
700061170,510,539,1342,4,12,8
700041126,314,331,320,2,2,9
700113706,256,256,539,1,7,8
700069665,346,369,370,4,6,9
700100918,370,390,496,1,7,9
700109548,493,528,706,4,3,7
700100605,444,498,,2,12,6
700034813,387,428,695,,14,7
700129263,526,558,1642,2,12,8
700052401,425,466,869,2,7,6
700125981,242,271,185,,3,9
700116788,144,150,43,4,4,8
700041449,307,335,334,,9,6
1400065370,511,563,1323,1,11,6
700139484,293,330,258,4,13,4
700060102,430,457,491,4,4,6
700065100,225,252,121,4,4,9
700029730,414,448,975,4,10,8
147795,192,208,72,2,1,9
700069056,255,283,208,2,3,9
700035783,242,262,150,2,17,8
700092199,344,371,602,,6,8
1400086168,397,428,1300,4,6,8
700140353,190,215,123,2,2,9
700083581,222,255,148,2,5,7
700062921,423,444,820,2,4,8
1400081221,217,229,100,1,2,9
111501,634,659,1590,1,8,6
700055937,298,325,294,2,5,9
700037207,537,603,2372,,19,6
700032806,363,395,451,4,8,7
700054590,330,361,614,,5,8
700059969,384,433,581,2,18,7
700050910,216,225,150,2,6,7
700066850,498,498,746,4,9,7
700076696,328,352,311,4,5,9
700137433,535,586,1977,1,31,6
700118590,470,500,1069,1,10,9
700099599,310,353,316,2,11,7
700041806,628,672,1242,2,5,8
700047266,470,500,619,1,5,6
700037014,366,394,554,,9,7
1400086289,604,638,2500,1,22,6
700086893,333,360,422,4,6,9
700076010,234,242,177,4,5,9
73942,418,442,1080,2,11,7
700102516,389,434,932,4,7,8
700120591,385,412,614,2,5,9
700116825,383,413,,,7,6
700101549,451,451,600,4,7,7
700037361,348,375,560,,6,6
170737,490,516,1225,1,16,8
1400057250,227,240,174,4,4,7
700061311,361,389,722,4,4,6
700033391,387,413,915,,13,6
700069616,382,422,809,1,14,5
1400054729,325,347,240,1,2,7
700032577,500,530,1270,4,15,7
700115174,446,478,421,2,3,8
700037216,629,678,1559,2,5,7
122894,356,376,760,1,5,9
700127250,388,433,775,2,9,8
700087536,490,522,1199,2,10,8
700076976,398,427,720,1,7,9
700034141,231,244,80,1,2,9
700090918,176,191,57,4,2,9
700109609,385,405,1068,4,7,7
93430,288,319,250,1,6,8
700042208,124,126,,,5,7
700097096,420,445,745,2,10,9
700069954,582,620,1619,2,5,6
700046004,501,534,767,1,4,6
163320,204,218,83,2,1,9
103792,247,274,147,2,5,8
700142256,416,446,1100,,7,7
700125494,348,368,342,2,15,6
700038600,251,286,175,2,6,6
700084616,298,320,330,4,5,8
1400019553,406,430,700,1,6,9
67167,308,320,340,1,2,3
700128202,354,370,735,2,11,6
59944,370,410,610,2,6,7
700066270,220,236,155,4,4,8
1400056897,352,372,440,2,2,8
117243,246,264,202,2,4,8
700055741,518,569,1745,2,25,7
1400054002,682,723,2200,2,8,7
156429,430,456,736,2,4,9
700065106,411,442,952,4,16,7
700098120,466,509,1497,1,5,8
700131212,284,300,206,4,6,9
128517,356,382,540,2,4,9
700095760,383,414,803,,9,7
700034031,287,323,286,1,5,7
700047481,399,405,623,1,6,9
700078462,585,635,2104,1,21,6
1400052890,730,779,2900,1,7,6
700036198,319,338,371,1,4,9
700064869,432,476,1301,2,12,7
700128436,463,500,1548,,14,5
700069506,480,531,1848,1,14,7
700057274,861,900,5058,2,10,6
700139554,284,321,216,2,12,7
1400074006,529,556,1900,1,9,9
700101602,221,238,145,4,3,8
700093663,280,293,266,4,10,8
700081440,414,436,795,4,5,8
700122373,254,269,185,1,3,9
700101587,562,618,1650,1,28,8
700066829,278,307,239,2,8,7
700059993,294,314,263,4,6,9
1400066121,400,420,770,4,6,8
700082732,386,394,578,2,6,9
700125904,523,560,1377,2,11,8
700050499,394,417,628,2,4,9
700088185,440,470,868,2,13,8
700059811,162,182,246,4,12,7
700073775,402,431,959,4,10,6
151123,599,633,1840,1,8,7
700073838,315,336,510,4,3,7
700126909,464,495,1099,2,6,9
700090841,374,405,664,4,9,7
700110633,952,1001,7048,2,10,5
700068864,402,448,884,2,17,9
700065018,380,431,781,1,18,8
1400077759,442,465,1470,4,9,6
700042939,145,152,32,2,6,6
700072971,443,475,1244,2,11,6
700099796,310,336,388,4,5,8
700101370,355,355,296,4,5,8
700037561,650,685,2163,2,7,6
700044783,481,481,890,,12,7
700124203,403,430,664,2,8,8
700056846,342,364,456,2,6,9
700110408,279,317,355,1,12,7
700133749,350,373,444,1,6,6
1400077315,362,383,806,2,9,6
700060140,416,450,1107,,6,8
700115827,363,382,491,1,6,9
700129104,425,447,734,1,6,9
700069313,213,226,87,4,1,9
700047155,227,257,145,2,2,9
171016,570,602,1800,2,10,9
700096193,332,354,479,4,9,7
700057189,475,531,1193,1,11,7
700054957,375,400,559,2,7,8
173302,180,190,40,1,2,9
700097829,418,443,725,2,5,9
700054107,357,386,680,,6,8
700064289,223,247,119,4,2,6
700131197,365,392,729,2,6,8
66901,444,488,1060,2,8,6
700116348,443,472,998,2,12,9
700136391,252,263,252,2,6,9
700046099,381,420,854,,8,6
700036727,470,508,1618,,11,5
170495,260,278,180,1,2,9
700094736,538,565,2007,2,7,9
700104339,477,534,1526,2,24,6
700105833,474,501,1016,1,13,8
700117596,224,253,148,,3,8
150320,207,220,97,4,1,9
700119819,251,285,198,,5,8
700067980,269,285,155,2,11,9
700108735,318,337,,4,4,8
700089423,340,356,636,4,6,8
700032706,233,260,120,2,10,7
700054971,370,392,486,1,4,9
700138645,535,572,1652,2,10,8
1400056213,275,287,280,,8,6
700135692,562,596,1192,2,5,7
102236,251,271,135,2,3,8
700128425,400,450,906,2,8,6
700093585,330,345,354,4,3,9
700036006,306,338,277,4,6,8
161304,420,448,710,2,9,8
700093164,335,359,350,1,5,7
700093171,529,588,2275,2,12,6
700109160,739,739,2411,2,12,7
700106939,442,474,781,2,7,9
700128964,372,400,562,2,12,7
700071406,560,587,1873,2,15,8
700078421,422,453,859,4,10,7
700073783,289,309,372,4,3,8
700093088,237,254,123,2,3,7
700058463,551,574,1734,2,9,8
700065766,321,346,316,2,9,6
1400070927,213,226,122,2,4,8
1400077761,373,393,874,4,6,8
700109340,187,211,82,2,2,9
700139838,290,306,,,6,7
700139440,565,610,1895,2,16,7
1400051968,241,250,210,,3,6
700120835,255,284,220,1,3,9
173477,511,534,1420,2,6,9
700109886,431,451,1730,2,11,6
700116637,139,156,22,4,1,7
700080039,431,460,904,1,9,8
700133561,240,255,108,4,3,9
700117696,543,572,1792,2,11,9
700137654,508,554,1888,,16,5
700034131,554,564,1158,2,5,6
1400086283,467,496,1100,2,3,9
700061173,120,122,17,2,4,8
700085479,426,467,1620,2,7,8
700082293,514,536,1603,2,5,9
700037251,606,649,1239,2,5,6
700049902,397,426,679,2,7,9
700050773,353,376,537,1,4,9
700097376,578,617,1904,2,14,8
700045647,605,638,1590,1,6,7
700056306,569,604,1198,2,5,6
700038155,391,413,657,2,8,8
173573,440,474,950,2,4,9
700130592,395,438,767,1,13,8
700092956,235,245,199,,6,7
700143007,428,469,1220,4,8,7
172072,317,348,330,2,6,6
700050092,412,462,888,1,8,7
700124445,304,323,331,4,4,8
700034939,396,440,786,1,10,7
700117268,203,216,83,2,2,9
700107107,425,452,671,2,11,8
700141279,370,395,651,4,8,6
700112483,265,281,180,1,3,9
700060838,280,311,225,4,6,7
700103443,163,172,62,2,2,8
700110774,281,303,276,4,4,7
700098804,192,217,75,2,6,8
700113817,234,257,123,4,2,8
700128955,200,230,118,1,2,7
700033321,320,340,341,2,3,9
1400037525,250,266,135,,5,7
700121379,266,285,180,2,4,8
154513,670,710,3300,2,22,6
700047923,410,431,1306,4,9,8
700099276,374,394,720,1,7,6
700105725,493,525,1490,2,13,8
700046068,417,461,974,,10,5
1400017737,580,610,1900,2,14,7
1400055941,257,271,272,1,4,8
700111702,209,234,111,4,6,9
700032909,533,560,1610,2,9,9
1400070276,379,396,608,2,3,6
700051170,319,332,594,2,5,6
700082237,493,522,1605,,9,6
700061169,408,435,694,4,11,7
700066433,308,338,305,2,13,5
1400056987,325,347,295,2,2,9
700065042,340,382,484,1,15,8
700044233,603,650,3080,2,23,6
89907,216,242,100,2,4,8
700140423,295,338,346,1,11,6
92190,458,486,1000,2,9,7
700061366,482,512,750,1,4,6
700128456,285,304,252,4,3,9
700040726,312,350,348,2,8,6
700057629,420,452,1207,,11,7
700036345,309,330,307,4,4,9
111485,287,308,218,1,4,7
700030799,200,221,80,4,2,9
700034503,325,342,900,,5,8
700073707,549,581,1135,4,5,6
1400011116,346,371,400,1,3,8
109419,260,276,170,2,3,9
122854,426,454,900,1,3,9
700060603,495,522,1436,1,6,9
700032273,428,456,1183,,9,7
700049341,446,488,923,1,9,6
700083709,208,223,107,4,3,8
700033426,393,445,811,2,18,5
700103784,392,418,650,4,7,9
92080,472,496,625,1,3,6
700072890,523,523,900,4,10,8
700059342,359,359,283,,6,8
700119662,612,653,1788,2,8,6
700070509,482,524,1674,2,16,5
700052247,456,503,1140,1,6,7
1400071694,400,420,650,4,3,9
78164,606,656,3050,1,12,7
1400076805,444,466,1380,2,8,7
700075669,270,290,190,4,3,9
700038257,651,689,1716,2,7,6
700126290,473,510,1340,,7,5
700072061,445,488,1029,1,6,8
700135207,435,487,1036,2,12,7
700078226,540,573,1800,2,12,9
1400059475,298,313,440,1,5,7
700047891,355,380,459,4,5,9
700133301,423,450,742,2,14,8
1400077255,185,200,58,1,1,9
700094968,306,329,290,2,5,9
700051030,449,474,882,2,8,9
700133861,250,267,165,1,3,7
700084578,565,600,2000,2,12,9
1400065842,366,390,700,1,6,7
700062988,284,298,215,,2,8
700054225,310,351,362,2,16,7
700119278,480,523,1964,,16,6
700030252,272,302,135,1,4,7
700032433,621,656,2914,2,12,9
700052413,342,385,519,2,12,6
700041948,172,179,,4,11,7
700034917,248,265,215,,4,7
700070703,645,680,2043,2,7,8
700067805,310,334,308,2,9,9
700111842,449,490,1164,2,17,7
700037668,159,168,57,,6,5
700129160,710,754,2278,2,10,6
700081122,294,315,224,2,4,8
700052912,430,456,,,5,8
700120673,474,515,1503,,11,5
154768,406,432,700,1,9,7
700092214,316,336,259,4,1,8
700039373,276,313,188,4,10,8
150661,532,560,980,2,4,9
700075815,423,464,1174,2,9,5
700041233,580,612,2513,2,12,8
700121541,223,241,118,,4,7
700033824,348,375,542,,10,6
700104322,440,472,740,2,12,9
1400070076,645,677,3374,2,7,9
700107182,342,363,373,1,4,9
700140001,360,377,,,7,7
700081719,379,402,572,1,6,9
69122,160,160,50,2,1,6
700113561,484,516,685,2,5,5
700101375,170,182,42,4,1,9
700068813,310,351,494,1,3,9
700092069,259,296,208,1,3,9
700128214,360,386,885,2,9,5
700124960,318,337,338,1,8,8
700055738,477,528,1378,1,22,7
700077114,324,344,310,1,5,9
700038875,350,371,476,2,4,9
700035852,389,412,630,2,4,8
700073513,444,480,1215,,24,7
700093670,485,519,651,4,3,8
83519,206,215,105,1,2,7
700068524,224,235,99,4,1,9
110433,291,306,213,1,5,9
700075725,435,486,1321,2,16,7
161396,360,388,490,2,6,9
700073822,260,275,154,4,2,9
700133082,320,340,350,1,4,9
700030868,296,314,299,4,4,9
700073071,360,385,538,4,6,9
700050955,290,307,256,2,4,9
700143226,401,422,650,2,9,9
89913,512,574,1450,2,9,7
73227,321,355,327,1,5,6
1400013177,530,555,2100,1,12,8
700128205,371,394,,,11,6
1400084284,389,413,1100,2,6,7
87355,350,370,410,2,3,8
66971,364,401,499,2,6,7
700122246,142,161,37,2,2,9
700090901,449,494,1321,4,11,7
700033607,225,252,110,1,7,6
700091202,455,485,952,2,11,6
700072816,619,653,1219,2,7,5
162374,134,140,37,1,1,9
700059252,243,261,181,4,5,7
700121909,378,400,564,1,3,9
1400062710,440,465,1500,1,13,6
700134618,524,524,1000,2,11,5
171428,528,553,2000,2,4,9
700054909,400,444,952,1,9,8
700084025,510,536,1618,1,21,6
150543,632,672,1520,2,5,6
700109570,522,545,1237,1,3,8
700135797,264,291,228,1,3,8
700131459,358,382,360,4,7,6
700080384,396,420,652,2,6,9
700118770,569,605,1917,2,13,8
700127740,443,500,1174,2,14,8
700129919,215,232,88,4,3,9
700131611,710,758,1406,2,9,6
700040512,255,265,223,,8,7
700074145,569,624,2100,1,9,7
130736,259,270,154,2,3,9
700033986,415,442,700,2,4,9
150107,260,276,164,2,1,9
700082635,522,557,1105,2,3,8
700082625,338,363,435,4,6,8
700085801,465,522,1616,2,12,8
107594,268,292,130,1,17,5
700100916,500,529,1358,2,14,8
700137983,548,548,1099,4,9,6
700039458,500,500,715,2,8,7
700052971,264,283,202,4,3,9
700036716,186,196,97,,4,9
700130385,351,374,414,1,9,8
700140659,322,370,409,1,10,5
700058397,410,435,740,1,4,9
700116987,505,535,998,1,4,6
700049018,341,363,418,4,3,9
700098953,335,350,359,4,6,9
700132094,363,389,464,4,7,8
150418,466,498,748,1,4,6
88865,386,410,650,2,2,9
700132383,418,446,661,2,12,9
700066426,327,356,361,1,15,5
700082885,368,395,527,2,6,9
700064348,444,471,738,2,12,9
700127476,391,415,418,4,2,6
700116616,220,245,208,4,2,8
700081348,420,473,900,2,15,7
700069164,411,438,738,1,10,9
155061,486,520,825,2,5,7
700136769,491,539,1340,1,22,6
111083,370,394,470,2,4,9
700115113,373,400,498,1,6,9
700086041,360,382,528,2,6,9
700115355,286,306,245,4,4,9
700105280,249,264,153,4,2,9
700041476,310,333,352,,11,5
700064171,467,500,898,2,14,8
700104427,475,518,1836,2,14,6
700124939,383,416,695,1,14,8
700110829,532,576,1728,4,14,6
700091222,370,396,547,2,9,8
700042938,372,416,626,1,11,7
700114842,205,234,116,1,2,9
700134571,474,514,1692,,15,4
700115168,479,507,653,1,4,8
700113625,704,750,2238,1,7,6
115631,124,130,29,2,1,9
700035714,602,643,985,,8,4
1400079684,241,258,260,2,2,8
73025,418,452,800,1,4,7
700054574,212,235,120,,2,8
155967,242,260,136,1,2,9
154826,566,602,1090,4,4,8
123310,310,342,270,1,5,7
700030050,480,511,773,2,3,6
1400010909,328,350,364,4,2,9
700056525,248,282,157,1,6,7
1400081478,356,380,430,2,2,9
700073646,335,357,419,4,5,9
700046035,209,225,83,4,4,8
123400,542,594,1200,2,9,6
700134661,252,265,213,4,4,8
700074259,364,410,500,2,16,7
1400053389,480,508,840,1,4,8
700071405,437,465,953,2,6,9
700114311,435,475,1197,4,18,5
700119266,592,631,1314,1,7,6
700077431,470,510,1679,2,7,6
700071605,456,492,1416,2,10,7
700046625,462,489,1091,1,8,9
700038870,344,364,417,2,4,9
700142903,481,511,1233,2,10,9
700097509,473,505,1140,2,7,9
700106691,298,313,230,1,8,9
700030269,292,334,338,2,11,7
700039478,390,417,960,2,10,6
700034925,380,405,849,,10,5
700097539,272,284,291,2,9,8
102255,212,228,80,1,2,9
700114386,451,507,1522,1,12,7
1400075107,122,134,22,4,1,9
700127562,493,536,1716,,14,5
700059351,264,298,155,2,6,8
62039,424,438,910,2,5,6
700122149,436,485,1362,1,12,8
700031922,199,208,90,4,8,5
700062980,395,415,1100,,6,6
700129281,440,480,1327,,10,4
66418,303,316,401,1,1,5
700064739,269,289,256,4,6,7
700039036,519,546,1230,2,9,8
700120022,446,494,960,2,29,7
162994,410,430,500,2,5,9
700033542,435,485,1065,1,21,5
700067420,253,272,158,4,6,9
700140602,149,168,27,4,1,9
700143019,515,565,1562,2,16,7
700137107,585,641,2164,1,18,6
117271,174,185,47,4,1,8
700069194,398,430,629,1,13,9
83736,376,390,500,2,3,9
700094734,336,356,455,1,2,9
700110805,855,899,4764,1,10,6
700065210,185,200,53,4,4,9
700046531,163,174,69,4,4,8
700088672,520,582,2400,1,9,7
700108324,525,557,960,1,4,8
700055663,481,468,1067,,17,5
700083014,568,605,1198,2,5,7
700039937,483,506,826,1,14,7
700057092,547,606,1961,2,22,6
700048045,428,452,887,4,6,9
700098024,311,334,349,4,3,9
149236,642,700,3000,2,13,6
1400071952,205,215,100,2,4,8
700123206,247,265,157,4,3,7
700064950,444,444,550,1,7,9
69464,380,380,700,1,2,7
700119247,400,427,403,1,3,8
700030700,194,220,77,1,3,9
700114874,465,492,974,2,7,9
700117083,426,451,890,2,6,8
700113632,321,344,512,4,4,8
700050334,444,467,1013,2,5,9
700037831,392,416,632,2,4,9
700073718,147,155,40,4,3,8
700070389,216,230,125,4,2,5
700098567,214,230,120,4,3,8
1400038079,461,540,680,,4,7
700101197,413,440,700,2,7,9
700113196,450,505,,4,14,5
64273,278,292,250,1,2,9
700116524,428,496,912,1,10,7
700102243,233,247,128,,8,8
160164,290,310,262,1,3,9
700030478,490,521,1345,4,6,9
700042575,291,326,265,4,6,8
1400057253,618,672,2792,1,16,6
700114433,463,497,548,2,4,8
700117498,600,637,1402,2,6,6
700062958,485,515,1250,,8,7
700077456,508,539,1277,4,10,7
102301,201,215,77,1,2,9
700100616,541,579,1100,2,3,8
700079627,137,155,34,4,1,9
700087083,464,572,1585,2,16,7
700117937,349,373,454,2,6,9
700141122,380,401,608,1,13,6
700033812,373,417,680,,19,7
700052532,261,282,223,,3,8
154803,598,636,1365,2,5,6
1400084903,196,206,120,2,3,6
700081832,359,387,500,1,6,9
104357,634,662,2720,2,16,8
1400055856,217,229,250,2,8,6
700108748,600,634,2240,2,11,8
167278,350,384,460,2,7,8
700095069,245,280,,,9,7
1400078229,600,665,3200,2,14,6
700084996,346,373,445,4,7,8
700067931,465,494,1101,2,14,8
700139546,415,450,700,2,10,7
700111096,255,270,300,,6,8
1400077256,401,445,598,1,4,9
700133057,448,481,950,2,13,6
700073879,507,538,920,4,3,6
162729,505,523,1420,2,5,7
700078598,262,279,172,4,3,9
700125584,370,403,873,,5,9
700079821,390,415,680,2,5,8
700068292,448,504,1418,1,13,6
700045049,145,153,39,4,5,8
700142162,265,285,173,1,4,9
700137199,528,555,1196,2,15,9
700054445,375,405,763,,6,6
700137571,511,511,775,1,11,7
1400059345,493,523,1286,1,5,8
700135530,353,374,447,1,3,9
700136715,356,378,450,2,6,9
102314,215,224,85,1,2,9
700119829,520,569,2367,4,27,8
700055331,382,403,604,1,4,9
700129432,330,350,404,4,7,8
700107038,410,457,974,1,15,6
700032242,282,312,336,1,3,9
89725,374,417,500,2,5,8
700101336,325,349,385,4,5,9
700116740,495,543,2088,4,12,5
700099605,528,560,1770,4,9,8
90873,396,420,601,1,3,9
700075703,225,238,108,4,2,9
700096167,380,406,732,4,12,5
700058103,357,403,573,2,14,5
1400057105,201,212,106,,6,6
99177,568,608,1050,2,5,5
700132721,501,545,1896,,14,5
66917,318,350,270,1,6,5
172564,400,424,900,2,10,9
700139144,879,934,4851,2,9,6
1400054916,420,448,500,1,2,8
700120822,406,434,577,2,12,8
700029948,486,536,1251,2,19,5
700099789,164,178,55,4,2,8
58378,220,220,100,2,2,9
104201,210,227,87,1,3,9
700038016,378,423,629,2,12,6
1400072949,463,,,,15,7
700033968,283,319,242,2,8,7
700117620,352,380,491,1,7,8
700039071,454,515,1594,1,13,6
700039073,363,390,681,,6,8
700084105,395,395,374,2,7,8
700092645,346,370,360,,1,8
88283,322,339,305,1,3,9
700109248,193,220,80,2,2,9
124770,240,252,160,2,5,8
700037868,395,445,778,1,11,7
1400056511,376,408,570,1,5,6
700111361,518,550,890,4,3,9
700068165,260,284,181,1,8,6
700108305,450,476,1133,1,12,8
700097248,416,450,830,1,7,5
73244,137,144,32,1,2,7
700127961,252,269,179,4,3,9
700109936,234,250,153,4,4,8
700070754,397,423,430,1,1,8
54383,442,487,1048,1,6,6
700126409,473,500,750,2,15,8
700056425,656,684,3129,2,12,8
700111138,191,200,140,,3,8
1400086375,472,501,1300,2,3,9
700043136,425,477,776,2,18,6
700085408,351,372,441,2,5,8
700030965,443,467,1492,4,13,4
55689,282,312,200,2,4,8
700083700,390,425,901,1,6,7
700074577,490,545,1346,1,24,6
1400077381,330,350,450,1,5,6
162623,411,439,1060,1,18,8
700121942,410,455,850,2,15,7
700136617,622,662,1707,2,7,6
89704,548,608,1900,1,10,6
59415,205,219,90,2,2,7
700075877,427,470,1013,4,12,6
700054913,295,330,374,1,5,9
173760,474,496,1198,2,5,9
111622,188,200,40,4,1,9
700046342,216,243,176,,2,9
1400074691,340,360,636,2,5,6
700105474,401,436,884,2,12,6
700122030,215,228,90,1,3,9
700112051,354,400,522,4,11,8
122764,217,229,150,2,3,9
700097601,247,299,100,4,4,8
700043019,426,471,972,2,24,6
700074255,410,460,852,2,16,4
700120742,609,642,1476,2,8,7
700030071,492,527,1558,,11,6
1400054205,620,669,1725,1,4,6
700082595,228,244,100,4,3,9
700124022,424,451,796,2,11,8
700037388,348,372,602,,9,7
150526,337,359,420,1,4,9
700029822,447,500,1205,1,21,6
700040015,465,497,1602,4,12,7
700054742,345,380,585,2,10,8
1400052582,350,374,470,2,3,8
700056092,185,210,75,,4,8
700036353,205,220,100,4,2,6
700104299,300,320,249,2,4,7
700130583,269,301,218,2,5,8
700037437,221,241,104,1,6,8
109874,528,552,1000,1,4,9
700119895,545,573,1432,2,11,8
700136732,306,330,213,1,7,9
700080815,510,542,1505,2,9,8
700102301,235,251,128,,5,7
74012,290,317,248,1,8,8
700042942,154,157,76,,7,6
1400058468,480,513,994,1,13,7
700133097,378,402,370,1,3,8
700061113,327,365,345,1,11,7
700105722,252,272,145,1,6,8
700115377,312,335,332,4,6,8
700115095,375,402,496,4,8,9
700064336,449,480,920,2,10,9
162740,472,520,1120,1,11,6
1400056208,400,415,990,1,13,5
700087669,343,365,435,1,3,9
700109966,230,251,118,,6,7
153523,399,426,670,1,9,9
700039279,450,506,977,2,24,6
700068610,439,473,900,2,12,9
700067389,333,360,381,2,16,4
700065134,205,220,68,4,6,9
700086269,329,346,394,4,9,9
700134463,715,775,6150,2,36,5
1400037578,242,255,115,,4,5
700103439,157,165,40,1,2,8
700030338,352,352,286,,4,8
700035273,481,504,1340,1,6,5
700042820,198,221,385,1,3,5
700137847,530,561,1470,2,13,7
87521,672,730,4250,1,16,5
96280,305,347,305,2,5,8
700096223,384,405,651,4,10,5
700096399,330,338,416,2,2,9
700035140,459,497,1390,,6,6
700037665,152,160,37,,5,7
700044805,395,422,831,2,6,9
700142712,246,275,233,2,3,9
700065254,199,216,63,4,4,9
700082038,298,319,255,4,3,8
700096359,334,343,429,2,4,7
700125323,444,484,1277,4,18,4
700044612,470,511,1607,,13,5
106055,652,690,1550,2,7,6
700088902,307,328,377,,5,6
700132418,511,540,1318,2,12,9
1400060467,258,270,250,,3,8
700091550,405,436,1040,,12,6
700084512,183,196,66,4,1,9
1400059138,571,626,2150,2,17,6
160801,284,304,205,2,9,8
700031765,383,402,1050,2,8,9
700115597,560,588,1136,2,5,7
700052924,393,415,623,1,5,9
700127055,371,396,570,1,4,9
163578,406,434,450,2,2,7
700110355,297,297,200,4,2,7
700110530,149,151,85,4,4,8
1400011847,535,594,2500,,7,7
700092962,444,487,914,,10,6
700082636,379,406,548,1,7,9
700036082,497,545,1304,1,14,7
700128501,272,291,171,2,7,9
700112233,253,258,182,2,3,9
700072525,216,229,120,4,5,6
700073529,418,446,1028,,17,5
700065063,265,284,147,2,12,9
700137580,587,611,1562,2,22,5
700047174,223,232,160,4,7,6
700033147,445,482,1249,2,10,6
700033342,500,528,1360,1,13,8
700131026,191,210,71,2,1,9
700116680,222,233,,4,7,6
700102419,476,529,1488,2,26,7
700099801,340,,,4,5,8
700070933,388,423,891,4,6,8
103007,342,366,265,1,2,8
700065151,240,260,120,2,6,9
700048143,428,478,868,2,18,7
700078695,479,507,740,1,5,3
114927,594,622,2450,2,5,9
700111570,374,400,555,2,7,9
1400073318,265,282,330,2,6,7
700082700,445,467,777,1,10,8
700124606,467,483,706,1,2,8
700076169,298,314,372,4,5,6
700031659,292,326,345,1,9,5
700133405,370,391,527,2,6,9
